scan_interval_seconds,distance_km,velocity_kmh,is_vpn_or_proxy,scan_count_within_hour,is_counterfeit
35572.88637127142,2.4057217989798776,0.24346066231279556,0,2,0
129075.2334975819,0.3102263021091478,0.008652432053232385,0,1,0
84491.62193956364,0.9810782558514763,0.04180156138547854,0,1,0
3133.0498515529075,0.7434965914877412,0.8543074180671616,0,3,0
74363.01784525877,22.412082965084153,1.0849949479215113,0,1,0
24565.959706409423,3.518905025173324,0.5156752775800892,0,1,0
13746.674372801828,1.124433901127659,0.2944684608277749,0,1,0
88941.8316661588,2.455192349190613,0.09937610111586237,0,1,0
54823.58932979251,56.71086523943677,3.723928282656736,0,1,0
7332.932050138962,17.689654641907772,8.684487497693528,0,2,0
42449.78386880027,0.44739191491208696,0.03794155698557701,0,1,0
281230.4136100165,3.1950871446338143,0.04089996374514473,0,1,0
30554.906915449003,1.6516384468327716,0.19459716977869912,0,1,0
37552.06335067407,2.985621885887746,0.2862223225612169,0,2,0
15206.889820302704,0.6130961022871922,0.1451411823400689,0,1,0
22999.008258720944,3.96983863021818,0.6213928404224263,0,2,0
58623.64768645988,3.7230183950169007,0.22862559310099803,0,3,0
497.4197939501225,916.3205458573432,6631.730391929698,0,44,1
64732.83378512448,3.0491335772123,0.16957207395556276,0,1,0
44468.40101773506,1.9334626900277785,0.15652610673642173,0,1,0
1639.4759572558846,1332.235278290099,2925.3536659798683,0,8,1
10550.742518963414,0.2160684977499916,0.07372434598815243,0,1,0
251784.28331727843,0.6610189542396302,0.009451218336229514,0,1,0
639.7059331090853,525.8738816257952,2959.4003679969555,1,19,1
116931.62267067541,4.7833004421210665,0.14726453972278888,0,1,0
1422.984743320109,668.242872890628,1690.5833697087571,0,70,1
41840.0915126165,2.9680341302458375,0.2553752270274809,0,2,0
45845.77834366954,2.512011098535916,0.19725349381003593,0,3,0
52279.26251437802,2.331280271217475,0.1605341883710534,0,1,0
1151.0117581696604,831.5619066891013,2600.86210486783,0,58,1
108334.57846391342,35.817468074148486,1.190228336097563,0,1,0
10217.450117219862,4.3794286068347565,1.543040856938873,0,2,0
99137.78862670483,15.30576326324941,0.5557996452308938,0,1,0
161102.22989182093,3.016411597252942,0.06740491275261921,1,1,0
172525.29858060068,148.659073433075,3.1019952943831433,0,1,0
122843.60214660826,1.5257916526864483,0.044714171952689466,0,2,0
88533.72664613073,2.141253501299516,0.08706865616861673,0,2,0
42017.622933327126,2.180241489862939,0.1867994621200023,0,1,0
106787.32625219913,4.688961433933908,0.15807363808600317,0,1,0
45885.45438476871,75.69809753036179,5.938987741609046,0,2,0
4370.917676553299,0.7787487989947217,0.6413975013575876,0,1,0
142763.44789103256,1.9388216426487488,0.04889037086623849,0,2,0
22965.846438095563,145.517710145469,22.81055731761349,0,1,0
1591.8329719452822,4.191689102966926,9.479688533050213,0,2,0
1046.8423993650547,1441.3333970216797,4956.620244293916,1,13,1
50121.848799378415,0.3077151706741843,0.022101631144156867,0,3,0
19197.36997733372,3.743866609109039,0.7020711591590869,0,2,0
105518.14807391741,16.80496041423733,0.5733407816148793,0,1,0
52345.50732591062,2.8846106929982174,0.1983856690916679,0,3,0
231954.23448584907,9.536196662448127,0.14800466161314105,0,1,0
17754.35271949341,2.7312398380144427,0.5538057946802212,0,2,0
76572.74402460265,1.3932517026140916,0.06550249952906473,1,3,0
90328.42544619374,69.23204445828198,2.759212936776785,0,1,0
234343.84245453434,1.5197595333085405,0.023346610103366448,0,1,0
120103.23913172544,4.13835567784597,0.12404395208613608,0,1,0
38472.01543785498,3.569237248143634,0.33398962718947944,0,2,0
63183.43153619385,36.88976682701487,2.1018668557306652,0,1,0
1122.339503827372,722.335894749694,2316.9541945472406,1,11,1
57778.024199250554,2.1100262542286154,0.13147030589047984,0,1,0
69474.59002567158,0.8967667963227594,0.04646821903618317,0,1,0
30937.72877939992,2.7188122795932785,0.3163685439330964,0,1,0
27774.391361960403,1.0660214138047452,0.13817322006030117,0,4,0
67869.2611917567,3.2249113102657088,0.17105948279228722,0,1,0
121717.9263473336,93.2893217927643,2.7591790998443058,0,1,0
89135.60974861567,1.440747445166875,0.05818876223799324,0,1,0
237674.2458041746,4.130410348150116,0.06256242531886157,0,1,0
36584.92938027839,2.982050132923231,0.2934372338657755,0,3,0
983.0686599187848,934.6949797986488,3422.85545706759,1,14,1
209346.34318909768,1.668873961347828,0.0286985966381335,0,1,0
59465.84527545273,4.135750977519385,0.2503740331967632,0,1,0
580572.3435556538,2.795015350374154,0.01733126865761976,0,4,0
220967.3525178621,0.8407054294737354,0.013696772449046716,0,2,0
32548.549612073377,69.82100480298595,7.722482884383671,0,1,0
14205.92248882346,1.226149791158394,0.31072528036409125,0,1,0
362044.7441421573,1.759525278793304,0.017495878910394367,0,2,0
3558.2968610343837,2.766184355698113,2.7986039584168863,0,1,0
238632.03034512053,180.33107648062264,2.7204724964681004,1,1,0
37449.21766093844,3.465660875968006,0.33315460062329577,0,1,0
592.541353712401,467.8534467144714,2842.4554634368765,0,20,1
285774.7502260669,2.130757742253619,0.02684186712102791,0,2,0
1517.8826585053503,134.4762751676572,318.940721728958,1,54,1
16661.823274370905,8.309426581925972,1.795357879047181,0,1,0
59602.34280075113,0.6477686888024781,0.03912542980876807,0,1,0
69120.52778031389,2.1402389597103735,0.11146992799947564,0,1,0
63060.4360335113,4.881358002185199,0.2786674167385746,0,1,0
39709.40558699192,4.630406733934594,0.41978629485265206,0,2,0
37290.86268899298,0.735349522751717,0.07098946205627911,0,1,0
204371.4455445504,70.76898860641646,1.2465946908789807,0,1,0
1579.6282571628574,272.733444397973,621.5642163784594,0,52,1
60564.52732465429,0.2901481354714036,0.017246618339772788,0,2,0
28336.93653691106,3.5535368093463866,0.45145079451278947,0,1,0
200040.2154321986,4.290813385911788,0.07721911394620548,0,1,0
361.63245522010754,790.7446874875932,7871.75164691096,1,72,1
125932.18238722996,1.7413730768159574,0.04978030998669601,0,1,0
50491.94987970346,4.140274864846364,0.29519536379478095,0,1,0
53879.91449167181,104.19523608316238,6.9618308313641455,0,2,0
1081.732271107162,755.7949416755476,2515.282073675353,0,19,1
167879.26873544455,0.2127174246495045,0.004561508603810921,0,1,0
43232.28233914457,122.8821960626087,10.232536472515658,0,1,0
50468.429583618265,1.5198513798550273,0.10841361644536096,0,1,0
2948.8914437171975,3.361170749003026,4.103309642744285,0,2,0
168609.00577611933,2.5558029802065843,0.054569390800872974,0,1,0
31771.7713854234,4.35163796852346,0.4930759603121099,0,1,0
322530.6632650847,15.05683393068939,0.16806030658217322,0,1,0
7715.596967940219,3.7087973844548197,1.7304779707281361,0,1,0
334218.14479379856,0.8676845981944176,0.009346184826162266,0,1,0
16877.665074708922,2.4274794558293626,0.5177805106513775,0,2,0
31217.01587488229,2.6565521844464763,0.3063581702472186,0,3,0
96.28598119442738,181.0334274186141,6768.590096111827,1,55,1
120185.9283925056,0.2296501611454499,0.006878846726745196,0,1,0
7342.190190567805,0.05369490898991247,0.02632752180841232,0,1,0
171019.61279641592,3.0190860948413585,0.06355241813327663,0,3,0
14440.961539414408,1.8450734967297273,0.4599599943603456,0,3,0
143269.3973849841,101.152073685337,2.5416974728294566,0,2,0
779.7932442811042,453.89803910640114,2095.469475744777,0,74,1
19446.825535246142,3.134739276208775,0.580303524289768,0,1,0
51658.92475865516,1.7371918162423334,0.12106118289704815,0,1,0
72898.85127176276,4.9243578305680105,0.2431819964344435,0,1,0
245602.14799760544,159.59296018931127,2.339290032134093,0,3,0
97504.91260961644,1.4497916090189338,0.053528070050835694,0,1,0
72070.71720461357,2.486819601083589,0.1242189742400375,0,1,0
3671.2437057719153,3.9772547908879377,3.900072671472527,0,1,0
